jugadorId,nombre,apellido,seleccionId,posicion,dorsal,fechaNacimiento,altura,peso,club,capitan
NED-24,Teodosio,Cáceres,NED,Mediocampista,24,2005-03-15,184,75.7,Córdoba CF,false
NED-01,Victorino,Álvarez,NED,Mediocampista,1,2008-07-23,171,65.8,Valladolid SC,false
NED-03,Olegario,Fernández,NED,Mediocampista,3,2000-12-04,182,70.6,Cantabria AC,false
NED-04,Rodolfo,Palau,NED,Mediocampista,4,1999-01-20,172,61.5,Alicante AC,false
NED-22,Fausto,Mesa,NED,Mediocampista,22,1998-11-23,188,80.4,Madrid SC,false
NED-16,Herminio,Barranco,NED,Mediocampista,16,1994-11-07,170,61.4,Murcia FC,false
NED-17,Leoncio,Muñoz,NED,Delantero,17,2002-01-07,170,64.7,La Coruña FC,false
NED-11,Rodolfo,Sales,NED,Delantero,11,2006-07-16,174,63.6,León SC,false
NED-18,Jose Carlos,Gonzalez,NED,Delantero,18,2002-01-27,171,60.4,Asturias AC,false
NED-13,Hugo,Conesa,NED,Delantero,13,1991-12-28,185,70.9,Pontevedra FC,false
NED-05,Lucio,Gallart,NED,Delantero,5,2000-11-11,187,77.9,Teruel CF,true
BEL-16,Buenaventura,Aragón,BEL,Arquero,16,1991-05-15,190,81.8,Ceuta CF,false
BEL-24,Efraín,Escobar,BEL,Arquero,24,1992-05-06,186,72.0,Segovia FC,false
BEL-10,Hermenegildo,Martí,BEL,Arquero,10,1993-01-24,195,85.4,Navarra CF,false
BEL-02,Feliciano,Berrocal,BEL,Defensor,2,1993-03-07,180,67.4,Segovia FC,false
BEL-07,Amando,Casanovas,BEL,Defensor,7,2005-10-29,184,79.7,Zamora SC,false
BEL-11,Lupe,Ferrero,BEL,Defensor,11,2006-11-27,180,74.1,Cáceres AC,false
BEL-14,Timoteo,Vicens,BEL,Defensor,14,1990-09-08,179,77.3,Girona FC,false
BEL-13,Iván,Rivero,BEL,Defensor,13,2004-08-10,180,70.1,Salamanca AC,false
BEL-12,Calisto,Alfaro,BEL,Defensor,12,2000-02-12,184,80.2,Girona AC,false
BEL-20,Benigno,Corbacho,BEL,Defensor,20,2007-05-13,185,73.3,Álava CF,false
BEL-08,Ismael,Barrena,BEL,Defensor,8,2004-04-10,194,88.1,Huesca FC,false
BEL-23,Carmelo,Donaire,BEL,Mediocampista,23,2001-03-12,170,69.8,Ciudad CF,false
BEL-17,Haroldo,Valenciano,BEL,Mediocampista,17,1990-02-08,173,62.9,Huelva SC,false
BEL-22,Eliseo,Quintero,BEL,Mediocampista,22,1994-06-12,173,69.1,Alicante SC,false
BEL-06,Erasmo,Velázquez,BEL,Mediocampista,6,2005-07-04,174,64.0,Badajoz AC,false
BEL-05,Miguel Ángel,Boada,BEL,Mediocampista,5,1991-10-14,181,74.6,Girona SC,false
BEL-03,César,Barba,BEL,Mediocampista,3,2004-02-06,173,65.4,Baleares FC,true
BEL-01,Aarón,Sanmiguel,BEL,Mediocampista,1,1992-04-24,177,73.1,León SC,false
BEL-18,Hilario,Recio,BEL,Mediocampista,18,1993-09-17,178,73.1,Granada SC,false
BEL-21,Felix,Luís,BEL,Delantero,21,1995-11-22,168,66.8,Lleida CF,false
BEL-04,Pelayo,Barral,BEL,Delantero,4,2001-09-22,182,76.9,Toledo SC,false
BEL-19,Benigno,Leiva,BEL,Delantero,19,1997-03-05,177,75.6,La Coruña SC,false
BEL-15,Angelino,Fortuny,BEL,Delantero,15,1997-05-06,176,68.9,Burgos SC,false
BEL-09,Flavio,Bustamante,BEL,Delantero,9,1994-09-26,169,68.7,León FC,false
CRO-22,Ciro,Montoya,CRO,Arquero,22,1999-09-12,194,77.3,Lugo AC,false
CRO-09,Poncio,Pablo,CRO,Arquero,9,2006-08-12,194,90.3,Teruel CF,false
CRO-06,Jonatan,Chacón,CRO,Arquero,6,2004-01-18,192,79.2,Cáceres SC,false
CRO-17,Berto,Barberá,CRO,Defensor,17,2006-12-01,182,71.7,Pontevedra FC,false
CRO-24,Chuy,Zurita,CRO,Defensor,24,2008-02-18,189,79.7,Ávila AC,false
CRO-20,Graciano,Amo,CRO,Defensor,20,1999-07-09,179,74.0,Ourense FC,false
CRO-02,Macario,Gomila,CRO,Defensor,2,1999-01-07,178,69.3,La Coruña CF,false
CRO-05,León,Luján,CRO,Defensor,5,1998-07-30,178,75.7,Soria AC,false
CRO-10,Vasco,Simó,CRO,Defensor,10,1995-01-21,193,79.6,Huesca SC,false
CRO-18,Poncio,Castell,CRO,Defensor,18,2002-12-04,195,89.1,Cáceres AC,false
CRO-23,Edgardo,Cadenas,CRO,Defensor,23,1991-10-01,183,78.0,Málaga SC,false
CRO-13,Quique,Ordóñez,CRO,Mediocampista,13,2007-12-20,178,73.5,Zamora FC,false
CRO-19,Remigio,Trujillo,CRO,Mediocampista,19,1994-04-15,179,71.3,Pontevedra AC,false
CRO-14,Victor,Alba,CRO,Mediocampista,14,2002-06-23,184,70.3,Castellón AC,true
CRO-21,Evaristo,Garzón,CRO,Mediocampista,21,1992-08-04,186,77.8,Sevilla CF,false
CRO-07,Loreto,Godoy,CRO,Mediocampista,7,2001-12-02,176,74.2,Granada SC,false
CRO-03,Abel,Corbacho,CRO,Mediocampista,3,2002-06-27,176,70.3,Cuenca SC,false
CRO-04,Rodolfo,Barco,CRO,Mediocampista,4,1996-04-16,178,75.3,Huesca CF,false
CRO-16,Marino,Lastra,CRO,Mediocampista,16,1994-11-21,180,76.3,Jaén SC,false
CRO-11,Cebrián,Borrás,CRO,Delantero,11,1992-12-12,177,70.8,Las Palmas AC,false
CRO-12,Rico,Chaves,CRO,Delantero,12,2001-06-01,177,66.5,Barcelona SC,false
CRO-15,Ruy,Martín,CRO,Delantero,15,1998-07-26,190,77.0,Almería FC,false
CRO-08,Ernesto,Pina,CRO,Delantero,8,1994-07-07,182,78.5,Soria AC,false
CRO-01,Cristian,Román,CRO,Delantero,1,1990-10-16,179,67.9,Lleida CF,false
COL-24,Fidel,Mora,COL,Arquero,24,1994-05-29,197,92.8,Vizcaya CF,false
COL-19,Poncio,Pablo,COL,Arquero,19,2005-03-17,189,85.0,Ciudad SC,false
COL-02,Vito,Millán,COL,Arquero,2,1991-11-04,189,76.3,Granada SC,false
COL-11,Adolfo,Peláez,COL,Defensor,11,1994-02-28,192,85.2,Baleares CF,false
COL-03,Gabriel,Ropero,COL,Defensor,3,2000-01-11,192,75.8,Ourense CF,false
COL-22,Rodrigo,Galán,COL,Defensor,22,2002-09-06,193,80.6,Ourense AC,false
COL-07,Ale,Ramírez,COL,Defensor,7,1998-12-11,194,87.0,Tarragona CF,false
COL-01,Benito,Llanos,COL,Defensor,1,2005-08-26,195,89.9,Girona CF,false
COL-21,Glauco,Narváez,COL,Defensor,21,2007-11-10,181,72.0,Toledo FC,false
COL-13,Ramón,Riera,COL,Defensor,13,1998-01-19,192,88.3,Santa Cruz de Tenerife FC,false
COL-18,Godofredo,Chaves,COL,Defensor,18,2005-07-07,188,79.7,Navarra AC,false
COL-05,Rodolfo,Rocha,COL,Mediocampista,5,1995-06-29,176,70.0,Albacete AC,false
COL-15,Ramón,Martí,COL,Mediocampista,15,1999-01-07,178,66.3,Palencia AC,false
COL-06,Bautista,Alcalá,COL,Mediocampista,6,2006-10-13,188,82.8,Valladolid AC,false
COL-04,Baudelio,Roman,COL,Mediocampista,4,1993-08-04,175,67.9,Guadalajara AC,false
COL-12,Guiomar,Godoy,COL,Mediocampista,12,2008-02-18,182,79.3,Ceuta AC,true
COL-20,Bernabé,Romeu,COL,Mediocampista,20,1990-11-19,179,73.2,Ourense FC,false
COL-23,Jordán,Cazorla,COL,Mediocampista,23,2002-07-24,184,75.1,Almería CF,false
COL-14,León,Llabrés,COL,Mediocampista,14,1999-09-28,186,71.5,Pontevedra AC,false
COL-10,Eustaquio,Porcel,COL,Delantero,10,2007-03-08,181,75.5,Pontevedra CF,false
COL-16,Jesús,Lucas,COL,Delantero,16,2002-06-15,169,61.9,Huelva AC,false
COL-17,Hermenegildo,Bravo,COL,Delantero,17,1993-04-19,180,74.4,Guadalajara CF,false
COL-09,Celso,Pinedo,COL,Delantero,9,2008-02-16,169,58.6,Salamanca FC,false
COL-08,Ignacio,Carnero,COL,Delantero,8,2002-03-24,186,75.0,Valladolid SC,false
USA-16,Iker,Segovia,USA,Arquero,16,1991-11-29,193,78.8,Murcia FC,false
USA-07,Guillermo,Cortes,USA,Arquero,7,2006-08-03,194,85.5,Guadalajara AC,false
USA-09,Tomás,Escudero,USA,Arquero,9,1993-05-23,190,80.7,Lugo SC,false
USA-24,Wilfredo,Barrena,USA,Defensor,24,1989-12-01,187,80.4,Ávila FC,false
USA-21,Gregorio,Zaragoza,USA,Defensor,21,2006-06-02,190,78.9,Cantabria FC,false
USA-10,Celestino,Hernández,USA,Defensor,10,2005-06-21,193,85.0,Córdoba SC,false
USA-23,Tiburcio,Agustín,USA,Defensor,23,1994-01-15,186,83.7,Córdoba CF,false
USA-06,Lalo,Mateu,USA,Defensor,6,1995-06-11,183,69.2,Huelva SC,false
USA-17,Marcial,Olivera,USA,Defensor,17,1993-08-11,191,87.8,Toledo AC,false
USA-08,Nazaret,Bonet,USA,Defensor,8,2003-10-06,178,73.6,Baleares AC,false
USA-22,Ildefonso,Coello,USA,Defensor,22,1993-12-20,184,76.1,La Coruña SC,false
USA-18,Artemio,Solé,USA,Mediocampista,18,2005-11-19,171,70.6,Jaén AC,false
USA-14,Celso,Sans,USA,Mediocampista,14,2002-10-23,180,70.5,Burgos CF,false
USA-20,Isidoro,Requena,USA,Mediocampista,20,1994-12-21,185,73.9,Córdoba AC,false
USA-04,Cristian,Bonet,USA,Mediocampista,4,1994-08-07,188,73.3,Ávila CF,false
USA-05,Custodio,Arnal,USA,Mediocampista,5,2004-07-24,187,80.8,Cantabria SC,false
USA-01,Cebrián,Salgado,USA,Mediocampista,1,1994-02-17,175,67.6,Valencia CF,false
USA-13,Severiano,Carbó,USA,Mediocampista,13,1991-06-01,184,76.9,Castellón AC,false
USA-03,Hugo,Torrecilla,USA,Mediocampista,3,2004-02-28,179,71.9,Lugo CF,false
USA-15,Reynaldo,Ferrán,USA,Delantero,15,2008-06-18,169,59.4,Ciudad AC,false
USA-02,Nacho,Nogueira,USA,Delantero,2,1992-10-13,185,72.2,Baleares FC,false
USA-12,Rosendo,Chacón,USA,Delantero,12,1998-04-13,187,79.9,Baleares CF,true
USA-19,Aristides,Barrios,USA,Delantero,19,2004-06-24,174,73.4,Valencia FC,false
USA-11,Gregorio,Carnero,USA,Delantero,11,2002-01-12,184,71.3,Baleares FC,false
MEX-17,Julián,Grau,MEX,Arquero,17,2002-10-13,190,74.8,Lugo SC,true
MEX-10,Apolinar,Anaya,MEX,Arquero,10,2002-02-08,194,89.0,Ávila AC,false
MEX-04,Sandalio,Beltran,MEX,Arquero,4,1999-10-02,198,81.1,Guipúzcoa CF,false
MEX-12,Jose Ramón,Cadenas,MEX,Defensor,12,1993-05-26,182,68.1,Ceuta SC,false
MEX-07,Agapito,Carnero,MEX,Defensor,7,1994-01-29,187,84.7,Alicante FC,false
MEX-01,Wilfredo,Ibáñez,MEX,Defensor,1,1995-06-01,182,70.9,Barcelona AC,false
MEX-11,Maximiliano,Vergara,MEX,Defensor,11,1994-04-18,179,74.5,Salamanca SC,false
MEX-02,Marino,Terrón,MEX,Defensor,2,1997-02-20,189,81.9,Cádiz CF,false
MEX-18,Florencio,Maestre,MEX,Defensor,18,1990-05-29,195,80.5,Navarra CF,false
MEX-03,Reynaldo,Bayona,MEX,Defensor,3,1991-10-04,178,70.4,Álava AC,false
MEX-14,Yago,Escolano,MEX,Defensor,14,1993-01-15,194,87.0,Ciudad SC,false
MEX-16,Eliseo,Priego,MEX,Mediocampista,16,2003-08-27,178,67.2,Huelva AC,false
MEX-22,Celso,Barrio,MEX,Mediocampista,22,1992-01-24,171,60.4,Valencia CF,false
MEX-21,Paco,Villena,MEX,Mediocampista,21,2002-04-12,179,72.2,Salamanca AC,false
MEX-15,Macario,Parra,MEX,Mediocampista,15,2003-12-07,173,62.7,Castellón FC,false
MEX-19,Victor,Juárez,MEX,Mediocampista,19,1993-06-29,178,68.7,Navarra AC,false
MEX-23,Alcides,Salvà,MEX,Mediocampista,23,2003-04-02,176,74.4,Córdoba FC,false
MEX-20,Efraín,Fernández,MEX,Mediocampista,20,1991-04-20,172,62.1,Huelva FC,false
MEX-24,Amancio,Cárdenas,MEX,Mediocampista,24,1998-09-07,184,82.3,Pontevedra AC,false
MEX-06,Jose Manuel,Hernandez,MEX,Delantero,6,2008-04-17,174,73.4,Valencia AC,false
MEX-09,Gabino,Solé,MEX,Delantero,9,2008-09-03,173,65.0,Baleares SC,false
MEX-05,Graciano,Diéguez,MEX,Delantero,5,2002-04-01,177,65.2,Jaén AC,false
MEX-08,Alberto,Quintana,MEX,Delantero,8,2004-05-13,188,80.3,Zaragoza FC,false
MEX-13,Mariano,Clemente,MEX,Delantero,13,1996-01-01,175,71.6,Zaragoza FC,false
JPN-01,César,Ureña,JPN,Arquero,1,2007-11-21,196,86.3,Zaragoza AC,false
JPN-04,Primitivo,Borrás,JPN,Arquero,4,1990-03-29,189,87.2,La Coruña CF,false
JPN-18,Victor Manuel,Rivas,JPN,Arquero,18,1992-11-29,189,85.8,Zaragoza SC,false
JPN-20,Jordi,Francisco,JPN,Defensor,20,2000-04-09,184,71.8,Córdoba CF,false
JPN-24,Luis,Bustos,JPN,Defensor,24,2006-07-27,180,73.1,Barcelona AC,false
JPN-15,Ángel,Palmer,JPN,Defensor,15,2001-05-12,178,69.9,Palencia AC,false
JPN-11,Arturo,Pereira,JPN,Defensor,11,2000-04-21,180,74.0,Vizcaya FC,false
JPN-19,Rubén,Ricart,JPN,Defensor,19,1999-06-27,190,80.8,Salamanca SC,false
JPN-08,David,Gil,JPN,Defensor,8,2004-02-18,182,77.0,Albacete AC,false
JPN-21,Ramón,Escamilla,JPN,Defensor,21,1991-12-24,189,78.5,Albacete FC,false
JPN-02,Humberto,Taboada,JPN,Defensor,2,1995-05-26,182,78.4,Madrid CF,false
JPN-14,Hipólito,Ribas,JPN,Mediocampista,14,1993-07-10,173,63.5,Huesca FC,false
JPN-06,Modesto,Romero,JPN,Mediocampista,6,2008-04-16,174,72.4,Cantabria SC,false
JPN-10,Eloy,Bolaños,JPN,Mediocampista,10,2005-09-08,181,80.0,Girona CF,false
JPN-16,Blas,Caballero,JPN,Mediocampista,16,1995-02-03,182,77.8,Teruel AC,false
JPN-05,Leoncio,Verdugo,JPN,Mediocampista,5,2005-08-24,181,75.1,Madrid FC,false
JPN-23,Ambrosio,Perea,JPN,Mediocampista,23,2005-04-10,180,69.2,Málaga CF,false
JPN-07,Rolando,Torrent,JPN,Mediocampista,7,1998-10-15,179,76.1,Barcelona SC,false
JPN-03,Álvaro,Orozco,JPN,Mediocampista,3,2006-01-06,185,77.9,Baleares CF,false
JPN-17,Glauco,Uribe,JPN,Delantero,17,1998-04-17,171,70.6,Huesca CF,false
JPN-22,Heliodoro,Fuentes,JPN,Delantero,22,1995-11-06,168,65.9,Lleida FC,false
JPN-13,Joan,Ángel,JPN,Delantero,13,2004-07-21,176,67.8,Guipúzcoa FC,false
JPN-12,Silvestre,Sánchez,JPN,Delantero,12,1995-06-04,187,72.2,Navarra SC,false
JPN-09,Matías,Tejedor,JPN,Delantero,9,2002-08-03,187,80.8,Burgos SC,true
KOR-07,Jose Miguel,Pont,KOR,Arquero,7,1997-02-28,198,93.8,Cádiz SC,false
KOR-16,Telmo,Botella,KOR,Arquero,16,2003-02-04,199,85.1,Burgos SC,false
KOR-02,Francisco Javier,Sobrino,KOR,Arquero,2,1994-10-18,195,89.7,Tarragona CF,false
KOR-19,Íñigo,Reig,KOR,Defensor,19,1992-01-16,189,86.7,Guadalajara AC,false
KOR-10,Isidoro,Granados,KOR,Defensor,10,1995-06-19,185,71.7,Ávila SC,false
KOR-04,Juan Francisco,Lamas,KOR,Defensor,4,1995-09-21,179,77.0,Alicante CF,false
KOR-15,Lino,Cervera,KOR,Defensor,15,1990-01-10,189,73.4,Murcia SC,false
KOR-11,Lucas,Pujadas,KOR,Defensor,11,1998-08-21,181,74.3,Badajoz SC,false
KOR-12,Leopoldo,Batlle,KOR,Defensor,12,2000-07-24,191,80.4,Alicante SC,false
KOR-22,Heriberto,Nuñez,KOR,Defensor,22,1995-08-14,184,72.9,León AC,false
KOR-21,Rafa,Montaña,KOR,Defensor,21,1996-01-30,179,70.9,Ciudad AC,false
KOR-17,Emilio,Velasco,KOR,Mediocampista,17,2004-11-14,173,73.0,Las Palmas SC,false
KOR-24,Florencio,Urrutia,KOR,Mediocampista,24,1994-09-29,187,83.0,Girona SC,false
KOR-08,Pedro,Rodríguez,KOR,Mediocampista,8,2002-04-26,187,76.9,Santa Cruz de Tenerife SC,false
KOR-20,Ariel,Cabeza,KOR,Mediocampista,20,2005-11-08,173,71.7,Toledo AC,false
KOR-18,Jose Angel,Bonet,KOR,Mediocampista,18,1996-04-25,183,75.0,Guipúzcoa AC,false
KOR-05,Federico,Agustín,KOR,Mediocampista,5,2003-07-02,174,69.7,Pontevedra SC,false
KOR-14,Felipe,Olmo,KOR,Mediocampista,14,2003-03-13,187,76.0,Lugo AC,false
KOR-09,Ariel,Llorente,KOR,Mediocampista,9,1990-06-21,183,69.1,Almería SC,false
KOR-03,Cipriano,Mendizábal,KOR,Delantero,3,2004-02-27,186,82.7,Ciudad FC,false
KOR-23,Amado,Royo,KOR,Delantero,23,2003-03-31,186,83.4,La Coruña FC,false
KOR-01,Marcial,Roma,KOR,Delantero,1,1990-10-21,190,85.7,Madrid AC,false
KOR-06,Roberto,Márquez,KOR,Delantero,6,1996-07-23,174,64.7,Lleida AC,false
KOR-13,Joaquín,Lillo,KOR,Delantero,13,1996-08-12,173,65.2,Salamanca SC,true
SEN-17,Pío,Hurtado,SEN,Arquero,17,1991-10-19,197,94.1,Cáceres AC,false
SEN-02,Marcio,Vicens,SEN,Arquero,2,1992-06-21,193,86.9,Santa Cruz de Tenerife CF,false
SEN-24,Antonio,Guerrero,SEN,Arquero,24,1996-07-06,196,81.7,Asturias AC,false
SEN-18,Vidal,Pizarro,SEN,Defensor,18,1999-11-18,180,67.4,Lleida SC,false
SEN-06,Prudencio,Tejada,SEN,Defensor,6,1994-01-13,194,79.7,Sevilla FC,false
SEN-05,Fabricio,Manuel,SEN,Defensor,5,1996-03-01,191,83.4,Pontevedra FC,false
SEN-21,Alejo,Esteban,SEN,Defensor,21,1994-05-22,180,76.1,Granada AC,false
SEN-09,Jose Antonio,Polo,SEN,Defensor,9,1997-09-25,192,78.7,Las Palmas AC,false
SEN-19,Renato,Lledó,SEN,Defensor,19,1999-11-10,182,68.5,Asturias CF,false
SEN-22,Miguel,Villaverde,SEN,Defensor,22,1995-03-01,190,86.5,Toledo CF,false
SEN-11,Noé,Mendoza,SEN,Defensor,11,2002-05-27,195,92.6,Zaragoza AC,false
SEN-10,Lucio,Domínguez,SEN,Mediocampista,10,2000-08-19,170,60.7,Ávila FC,false
SEN-07,Natalio,Rivas,SEN,Mediocampista,7,2000-05-29,176,64.6,Castellón AC,true
SEN-12,Íñigo,Linares,SEN,Mediocampista,12,1997-09-11,182,74.9,La Rioja CF,false
SEN-15,Fulgencio,Múñiz,SEN,Mediocampista,15,2008-04-05,175,72.9,Zaragoza CF,false
SEN-14,Bruno,Girona,SEN,Mediocampista,14,1999-01-31,178,67.9,Sevilla FC,false
SEN-04,Aureliano,Estevez,SEN,Mediocampista,4,2004-11-13,181,70.5,Ceuta SC,false
SEN-16,Javier,Espejo,SEN,Mediocampista,16,1995-08-30,182,72.6,Huelva AC,false
SEN-03,Guiomar,Mascaró,SEN,Mediocampista,3,1999-07-21,181,70.7,Málaga FC,false
SEN-23,Jesús,Boada,SEN,Delantero,23,1996-10-02,174,73.8,Navarra FC,false
SEN-01,Remigio,Francisco,SEN,Delantero,1,1990-05-03,175,70.1,Navarra CF,false
SEN-20,Victor,Carbonell,SEN,Delantero,20,2008-05-17,173,66.1,Soria FC,false
SEN-08,Pancho,Alcaraz,SEN,Delantero,8,1998-01-17,182,77.7,Málaga AC,false
SEN-13,Herberto,Diez,SEN,Delantero,13,2003-07-09,190,77.5,Badajoz AC,false
SUI-11,Lorenzo,Solé,SUI,Arquero,11,2000-05-31,185,80.4,Lleida CF,false
SUI-08,Eliseo,Barrios,SUI,Arquero,8,2002-01-05,188,81.2,Vizcaya CF,false
SUI-17,Tomás,Nieto,SUI,Arquero,17,1994-02-27,197,86.1,Salamanca CF,false
SUI-19,Jonatan,Teruel,SUI,Defensor,19,1996-07-04,193,91.1,Baleares CF,false
SUI-23,Lázaro,Reig,SUI,Defensor,23,1990-09-07,181,70.4,Álava SC,false
SUI-10,Marcelino,Olmo,SUI,Defensor,10,1999-12-21,193,78.1,Baleares FC,false
SUI-07,Nazario,Montalbán,SUI,Defensor,7,1991-07-07,182,70.6,Segovia FC,false
SUI-01,Plácido,Vigil,SUI,Defensor,1,2006-04-27,179,66.1,Huelva AC,false
SUI-18,Víctor,Cuevas,SUI,Defensor,18,2007-07-19,181,74.2,Granada FC,false
SUI-12,Adrián,Calzada,SUI,Defensor,12,2000-05-31,178,71.8,Vizcaya CF,false
SUI-03,Kike,Marco,SUI,Defensor,3,1991-01-21,182,80.5,Ávila FC,false
SUI-02,Chema,Amo,SUI,Mediocampista,2,2004-02-24,170,59.6,Huelva FC,false
SUI-13,Chuy,Lerma,SUI,Mediocampista,13,2001-09-16,185,74.7,Cantabria FC,false
SUI-04,Domingo,Cuesta,SUI,Mediocampista,4,2001-10-13,185,79.7,Murcia FC,false
SUI-22,Benigno,Chamorro,SUI,Mediocampista,22,1995-10-22,184,72.4,León FC,true
SUI-24,Amancio,Ibáñez,SUI,Mediocampista,24,2004-07-30,173,71.6,Ceuta SC,false
SUI-16,Bernardino,Boada,SUI,Mediocampista,16,2002-08-24,171,63.5,Asturias SC,false
SUI-14,Epifanio,Calzada,SUI,Mediocampista,14,2007-04-18,183,70.4,Madrid FC,false
SUI-15,Albano,Peinado,SUI,Mediocampista,15,2006-09-11,182,73.9,Guipúzcoa AC,false
SUI-20,Rafa,Alcalde,SUI,Delantero,20,1998-02-26,182,70.2,Tarragona CF,false
SUI-09,Lisandro,Niño,SUI,Delantero,9,1991-08-28,178,75.0,Jaén SC,false
SUI-05,Aníbal,Abascal,SUI,Delantero,5,2008-02-11,185,71.7,Madrid FC,false
SUI-06,Natalio,Campo,SUI,Delantero,6,1996-04-02,188,86.3,Madrid FC,false
SUI-21,Marco,Soler,SUI,Delantero,21,1989-09-24,173,69.2,Huelva CF,false
DEN-04,Simón,Bermudez,DEN,Arquero,4,1999-08-28,193,81.3,Cáceres SC,false
DEN-23,Eleuterio,Moraleda,DEN,Arquero,23,2000-07-06,186,77.1,Cantabria AC,false
DEN-02,Pascual,Alegria,DEN,Arquero,2,2000-10-12,193,77.6,Valladolid SC,false
DEN-15,Alfonso,Diego,DEN,Defensor,15,2000-07-16,184,80.3,Baleares CF,false
DEN-07,Natanael,Esteban,DEN,Defensor,7,2005-06-25,189,80.0,Madrid FC,false
DEN-24,Pío,Delgado,DEN,Defensor,24,2005-04-06,183,78.5,Barcelona SC,false
DEN-17,Gilberto,Cornejo,DEN,Defensor,17,2005-01-31,193,90.6,Huelva CF,true
DEN-06,Rodolfo,Exposito,DEN,Defensor,6,2000-01-14,186,82.6,Santa Cruz de Tenerife SC,false
DEN-21,Gerónimo,Sales,DEN,Defensor,21,2003-12-30,192,78.9,La Coruña SC,false
DEN-22,Leoncio,Poza,DEN,Defensor,22,1999-06-25,190,76.4,Ourense AC,false
DEN-16,Ángel,Talavera,DEN,Defensor,16,2002-12-30,178,70.1,Barcelona SC,false
DEN-11,José Ángel,Sevilla,DEN,Mediocampista,11,2001-11-17,180,74.2,Sevilla CF,false
DEN-18,Pepe,Estevez,DEN,Mediocampista,18,1993-11-03,170,68.5,Soria FC,false
DEN-03,Alonso,Lozano,DEN,Mediocampista,3,1992-03-06,176,69.6,Guipúzcoa CF,false
DEN-14,Fito,Bou,DEN,Mediocampista,14,1998-06-23,170,60.0,Soria FC,false
DEN-05,Eloy,Palomar,DEN,Mediocampista,5,1999-07-07,185,75.5,Cuenca CF,false
DEN-12,Felix,Frutos,DEN,Mediocampista,12,2006-12-19,183,81.5,Pontevedra AC,false
DEN-01,Timoteo,Llobet,DEN,Mediocampista,1,1992-06-23,185,72.9,Sevilla SC,false
DEN-19,Nicodemo,Sarabia,DEN,Mediocampista,19,1999-09-30,188,73.8,Baleares CF,false
DEN-13,Saturnino,Ribas,DEN,Delantero,13,1995-10-04,172,67.9,Burgos SC,false
DEN-09,Curro,Aroca,DEN,Delantero,9,2003-01-31,184,76.3,Asturias AC,false
DEN-08,Jaime,Grande,DEN,Delantero,8,2003-08-21,186,78.7,León FC,false
DEN-10,Román,Llano,DEN,Delantero,10,1989-10-28,179,67.1,Barcelona SC,false
DEN-20,Víctor,Aguiló,DEN,Delantero,20,2007-01-18,181,70.2,Badajoz FC,false
AUT-15,Amado,Barón,AUT,Arquero,15,2008-04-22,198,84.6,Toledo CF,false
AUT-09,Juan,Arana,AUT,Arquero,9,1994-05-03,199,85.4,León FC,false
AUT-12,Celso,Agustín,AUT,Arquero,12,2000-02-24,194,81.4,Zamora CF,false
AUT-14,Chuy,Yuste,AUT,Defensor,14,1998-06-12,181,78.5,Cantabria FC,false
AUT-13,Marc,Ruiz,AUT,Defensor,13,2000-08-17,182,75.2,Cantabria FC,false
AUT-19,Marcelino,Huertas,AUT,Defensor,19,2000-12-07,193,88.6,Las Palmas FC,false
AUT-02,Melchor,Pereira,AUT,Defensor,2,2005-08-20,189,83.0,Almería FC,false
AUT-16,Nicodemo,Aguiló,AUT,Defensor,16,1994-10-08,194,84.4,Burgos AC,false
AUT-23,Jordi,Narváez,AUT,Defensor,23,2007-05-14,189,75.1,Granada FC,false
AUT-24,Tiburcio,Marín,AUT,Defensor,24,1993-07-31,189,76.9,Zaragoza AC,false
AUT-11,Raimundo,Ferrán,AUT,Defensor,11,1990-05-23,190,79.4,Cádiz AC,false
AUT-22,Emiliano,Falcó,AUT,Mediocampista,22,2006-04-09,184,82.5,Alicante SC,false
AUT-17,Rosendo,Lumbreras,AUT,Mediocampista,17,1992-11-16,185,75.6,Cádiz CF,true
AUT-05,Hernando,Arco,AUT,Mediocampista,5,1990-11-06,184,75.6,Granada AC,false
AUT-18,Augusto,Villalba,AUT,Mediocampista,18,1990-12-15,186,78.9,Huelva SC,false
AUT-10,Federico,López,AUT,Mediocampista,10,1991-03-28,179,78.0,La Coruña AC,false
AUT-06,Omar,Peñas,AUT,Mediocampista,6,1996-03-09,180,73.5,Pontevedra FC,false
AUT-20,Ezequiel,Echeverría,AUT,Mediocampista,20,2003-07-20,187,85.0,Alicante AC,false
AUT-04,Julio,Tejedor,AUT,Mediocampista,4,1994-04-19,174,66.8,Valladolid AC,false
AUT-01,Víctor,Avilés,AUT,Delantero,1,2007-12-04,190,83.8,Vizcaya AC,false
AUT-03,Isaías,Osuna,AUT,Delantero,3,2000-09-22,169,60.7,Las Palmas FC,false
AUT-07,Erasmo,Fábregas,AUT,Delantero,7,2004-10-17,172,62.4,Álava SC,false
AUT-21,Nicodemo,Leiva,AUT,Delantero,21,2002-03-19,182,68.1,Cuenca FC,false
AUT-08,Patricio,Colomer,AUT,Delantero,8,2001-04-03,172,71.6,Lleida AC,false
POL-07,Gonzalo,Salom,POL,Arquero,7,2007-12-17,197,88.3,Burgos FC,false
POL-06,Sandalio,Carrión,POL,Arquero,6,2008-07-14,187,80.3,Guipúzcoa AC,false
POL-17,Ceferino,Gisbert,POL,Arquero,17,2000-11-06,186,75.2,Córdoba AC,false
