eventoId,partidoId,jugadorId,seleccionId,tipo,minuto,detalle
EV-F2030-055-09,F2030-055,CHN-23,CHN,tarjeta_amarilla,29,Infracción táctica
EV-F2030-055-02,F2030-055,IRQ-14,IRQ,gol,34,Gol en jugada
EV-F2030-055-04,F2030-055,IRQ-20,IRQ,tarjeta_amarilla,39,Infracción táctica
EV-F2030-055-08,F2030-055,CHN-19,CHN,tarjeta_amarilla,41,Infracción táctica
EV-F2030-055-01,F2030-055,IRQ-04,IRQ,gol,49,Gol en jugada
EV-F2030-055-03,F2030-055,CHN-09,CHN,gol,55,Gol en jugada
EV-F2030-055-07,F2030-055,CHN-10,CHN,tarjeta_amarilla,78,Infracción táctica
EV-F2030-056-06,F2030-056,NZL-23,NZL,tarjeta_amarilla,18,Infracción táctica
EV-F2030-056-04,F2030-056,UZB-23,UZB,tarjeta_amarilla,32,Infracción táctica
EV-F2030-056-03,F2030-056,UZB-14,UZB,tarjeta_amarilla,68,Infracción táctica
EV-F2030-056-05,F2030-056,NZL-05,NZL,tarjeta_amarilla,78,Infracción táctica
EV-F2030-056-02,F2030-056,UZB-21,UZB,tarjeta_amarilla,83,Infracción táctica
EV-F2030-056-01,F2030-056,NZL-14,NZL,gol,90,Gol en jugada
EV-F2030-057-03,F2030-057,CZE-03,CZE,gol,3,Gol en jugada
EV-F2030-057-02,F2030-057,NOR-09,NOR,penal_convertido,42,Gol de penal
EV-F2030-057-01,F2030-057,NOR-21,NOR,gol,52,Gol en jugada
EV-F2030-057-04,F2030-057,CZE-23,CZE,gol,76,Gol en jugada
EV-F2030-058-03,F2030-058,UKR-08,UKR,gol,7,Gol en jugada
EV-F2030-058-02,F2030-058,SWE-13,SWE,gol,50,Gol en jugada
EV-F2030-058-01,F2030-058,SWE-03,SWE,gol,59,Gol en jugada
EV-F2030-058-05,F2030-058,SWE-15,SWE,tarjeta_amarilla,61,Infracción táctica
EV-F2030-058-04,F2030-058,SWE-08,SWE,tarjeta_amarilla,72,Infracción táctica
EV-F2030-059-03,F2030-059,SCO-13,SCO,gol,22,Gol en jugada
EV-F2030-059-01,F2030-059,SCO-08,SCO,gol,25,Gol en jugada
EV-F2030-059-02,F2030-059,SCO-23,SCO,gol,68,Gol en jugada
EV-F2030-059-04,F2030-059,SCO-09,SCO,tarjeta_amarilla,75,Infracción táctica
EV-F2030-060-02,F2030-060,WAL-16,WAL,tarjeta_amarilla,78,Infracción táctica
EV-F2030-060-01,F2030-060,WAL-08,WAL,gol,79,Gol en jugada
EV-F2030-060-03,F2030-060,WAL-11,WAL,tarjeta_amarilla,86,Infracción táctica
EV-F2030-061-07,F2030-061,BOL-15,BOL,tarjeta_amarilla,12,Infracción táctica
EV-F2030-061-05,F2030-061,BOL-04,BOL,gol,21,Gol en jugada
EV-F2030-061-02,F2030-061,BOL-08,BOL,gol,24,Gol en jugada
EV-F2030-061-01,F2030-061,TUR-20,TUR,gol,29,Gol en jugada
EV-F2030-061-04,F2030-061,BOL-22,BOL,gol,31,Gol en jugada
EV-F2030-061-03,F2030-061,BOL-21,BOL,gol,60,Gol en jugada
EV-F2030-061-06,F2030-061,TUR-02,TUR,tarjeta_amarilla,61,Infracción táctica
EV-F2030-061-08,F2030-061,BOL-01,BOL,tarjeta_roja,90,Expulsión
EV-F2030-062-01,F2030-062,HON-10,HON,gol,6,Gol en jugada
EV-F2030-062-02,F2030-062,VEN-10,VEN,tarjeta_amarilla,57,Infracción táctica
EV-F2030-063-01,F2030-063,IND-01,IND,gol,15,Gol en jugada
EV-F2030-063-03,F2030-063,HAI-10,HAI,tarjeta_amarilla,28,Infracción táctica
EV-F2030-063-02,F2030-063,HAI-18,HAI,tarjeta_amarilla,63,Infracción táctica
EV-F2030-063-04,F2030-063,IND-18,IND,tarjeta_amarilla,84,Infracción táctica
EV-F2030-064-03,F2030-064,CIW-18,CIW,penal_convertido,11,Gol de penal
EV-F2030-064-01,F2030-064,CIW-13,CIW,gol,63,Gol en jugada
EV-F2030-064-07,F2030-064,CIW-14,CIW,tarjeta_amarilla,72,Infracción táctica
EV-F2030-064-06,F2030-064,CIW-21,CIW,tarjeta_amarilla,79,Infracción táctica
EV-F2030-064-04,F2030-064,CIW-14,CIW,gol,85,Gol en jugada
EV-F2030-064-02,F2030-064,CIW-16,CIW,penal_convertido,87,Gol de penal
EV-F2030-064-05,F2030-064,CIW-09,CIW,tarjeta_amarilla,89,Infracción táctica
EV-F2030-065-03,F2030-065,PAR-01,PAR,gol,13,Gol en jugada
EV-F2030-065-04,F2030-065,ARG-09,ARG,tarjeta_amarilla,15,Infracción táctica
EV-F2030-065-05,F2030-065,ARG-16,ARG,tarjeta_amarilla,39,Infracción táctica
EV-F2030-065-02,F2030-065,PAR-19,PAR,gol,43,Gol en jugada
EV-F2030-065-06,F2030-065,ARG-10,ARG,tarjeta_amarilla,54,Infracción táctica
EV-F2030-065-07,F2030-065,PAR-09,PAR,tarjeta_amarilla,69,Infracción táctica
EV-F2030-065-01,F2030-065,ARG-04,ARG,penal_convertido,71,Gol de penal
EV-F2030-066-02,F2030-066,ESP-08,ESP,gol,5,Gol en jugada
EV-F2030-066-05,F2030-066,URU-15,URU,gol,5,Gol en jugada
EV-F2030-066-03,F2030-066,ESP-13,ESP,gol,37,Gol en jugada
EV-F2030-066-01,F2030-066,ESP-10,ESP,gol,59,Gol en jugada
EV-F2030-066-06,F2030-066,URU-02,URU,tarjeta_amarilla,78,Infracción táctica
EV-F2030-066-04,F2030-066,URU-18,URU,gol,85,Gol en jugada
EV-F2030-067-03,F2030-067,BRA-04,BRA,gol,22,Gol en jugada
EV-F2030-067-07,F2030-067,BRA-15,BRA,tarjeta_amarilla,28,Infracción táctica
EV-F2030-067-01,F2030-067,BRA-01,BRA,gol,35,Gol en jugada
EV-F2030-067-08,F2030-067,POR-21,POR,tarjeta_amarilla,43,Infracción táctica
EV-F2030-067-05,F2030-067,BRA-23,BRA,gol,67,Gol en jugada
EV-F2030-067-06,F2030-067,BRA-01,BRA,tarjeta_roja,69,Expulsión
EV-F2030-067-02,F2030-067,BRA-02,BRA,gol,76,Gol en jugada
EV-F2030-067-04,F2030-067,BRA-08,BRA,gol,85,Gol en jugada
EV-F2030-068-01,F2030-068,MAR-21,MAR,gol,5,Gol en jugada
EV-F2030-068-02,F2030-068,MAR-15,MAR,gol,33,Gol en jugada
EV-F2030-069-02,F2030-069,ITA-12,ITA,gol,7,Gol en jugada
EV-F2030-069-03,F2030-069,ITA-13,ITA,gol,40,Gol en jugada
EV-F2030-069-08,F2030-069,ITA-21,ITA,tarjeta_amarilla,44,Infracción táctica
EV-F2030-069-05,F2030-069,ENG-15,ENG,tarjeta_amarilla,45,Infracción táctica
EV-F2030-069-06,F2030-069,ITA-18,ITA,tarjeta_amarilla,49,Infracción táctica
EV-F2030-069-01,F2030-069,ENG-20,ENG,gol,66,Gol en jugada
EV-F2030-069-07,F2030-069,ITA-11,ITA,tarjeta_amarilla,80,Infracción táctica
EV-F2030-069-04,F2030-069,ITA-10,ITA,gol,90,Gol en jugada
EV-F2030-070-02,F2030-070,NED-18,NED,gol,4,Gol en jugada
EV-F2030-070-01,F2030-070,NED-18,NED,gol,19,Gol en jugada
EV-F2030-070-05,F2030-070,NED-07,NED,gol,19,Gol en jugada
EV-F2030-070-07,F2030-070,GER-07,GER,gol,26,Gol en jugada
EV-F2030-070-03,F2030-070,NED-02,NED,gol,30,Gol en jugada
EV-F2030-070-09,F2030-070,GER-03,GER,tarjeta_amarilla,46,Infracción táctica
EV-F2030-070-06,F2030-070,GER-24,GER,gol,56,Gol en jugada
EV-F2030-070-08,F2030-070,GER-10,GER,gol,74,Gol en jugada
EV-F2030-070-04,F2030-070,NED-18,NED,penal_convertido,75,Gol de penal
EV-F2030-071-05,F2030-071,USA-04,USA,tarjeta_amarilla,3,Infracción táctica
EV-F2030-071-04,F2030-071,USA-20,USA,gol,30,Gol en jugada
EV-F2030-071-02,F2030-071,BEL-18,BEL,gol,61,Gol en jugada
EV-F2030-071-03,F2030-071,USA-23,USA,gol,67,Gol en jugada
EV-F2030-071-01,F2030-071,BEL-15,BEL,gol,76,Gol en jugada
EV-F2030-072-09,F2030-072,COL-01,COL,tarjeta_amarilla,7,Infracción táctica
EV-F2030-072-04,F2030-072,CRO-14,CRO,gol,19,Gol en jugada
EV-F2030-072-01,F2030-072,CRO-05,CRO,gol,23,Gol en jugada
EV-F2030-072-07,F2030-072,CRO-21,CRO,tarjeta_amarilla,26,Infracción táctica
EV-F2030-072-08,F2030-072,COL-01,COL,tarjeta_amarilla,37,Infracción táctica
EV-F2030-072-03,F2030-072,CRO-08,CRO,gol,39,Gol en jugada
EV-F2030-072-06,F2030-072,CRO-04,CRO,tarjeta_amarilla,49,Infracción táctica
EV-F2030-072-05,F2030-072,CRO-02,CRO,tarjeta_amarilla,54,Infracción táctica
EV-F2030-072-10,F2030-072,COL-12,COL,tarjeta_amarilla,66,Infracción táctica
EV-F2030-072-02,F2030-072,CRO-12,CRO,gol,69,Gol en jugada
EV-F2030-073-01,F2030-073,JPN-11,JPN,gol,8,Gol en jugada
EV-F2030-073-02,F2030-073,KOR-03,KOR,gol,15,Gol en jugada
EV-F2030-073-04,F2030-073,JPN-10,JPN,tarjeta_amarilla,16,Infracción táctica
EV-F2030-073-07,F2030-073,KOR-12,KOR,tarjeta_amarilla,27,Infracción táctica
EV-F2030-073-06,F2030-073,KOR-22,KOR,tarjeta_amarilla,47,Infracción táctica
EV-F2030-073-05,F2030-073,JPN-13,JPN,tarjeta_amarilla,59,Infracción táctica
EV-F2030-073-03,F2030-073,JPN-23,JPN,tarjeta_amarilla,63,Infracción táctica
EV-F2030-073-08,F2030-073,KOR-03,KOR,tarjeta_amarilla,82,Infracción táctica
EV-F2030-074-06,F2030-074,MEX-19,MEX,tarjeta_amarilla,7,Infracción táctica
EV-F2030-074-02,F2030-074,MEX-20,MEX,gol,39,Gol en jugada
EV-F2030-074-03,F2030-074,MEX-13,MEX,gol,43,Gol en jugada
EV-F2030-074-01,F2030-074,MEX-23,MEX,gol,60,Gol en jugada
EV-F2030-074-05,F2030-074,MEX-03,MEX,tarjeta_amarilla,64,Infracción táctica
EV-F2030-074-04,F2030-074,SEN-03,SEN,penal_convertido,70,Gol de penal
EV-F2030-074-07,F2030-074,MEX-01,MEX,tarjeta_amarilla,76,Infracción táctica
EV-F2030-075-02,F2030-075,DEN-08,DEN,gol,3,Gol en jugada
EV-F2030-075-07,F2030-075,AUT-02,AUT,tarjeta_roja,16,Expulsión
EV-F2030-075-05,F2030-075,DEN-15,DEN,tarjeta_amarilla,32,Infracción táctica
EV-F2030-075-01,F2030-075,DEN-20,DEN,gol,35,Gol en jugada
EV-F2030-075-04,F2030-075,AUT-10,AUT,gol,41,Gol en jugada
EV-F2030-075-08,F2030-075,AUT-17,AUT,tarjeta_amarilla,49,Infracción táctica
EV-F2030-075-06,F2030-075,DEN-07,DEN,tarjeta_amarilla,81,Infracción táctica
EV-F2030-075-03,F2030-075,AUT-03,AUT,gol,85,Gol en jugada
EV-F2030-076-06,F2030-076,POL-01,POL,tarjeta_amarilla,41,Infracción táctica
EV-F2030-076-04,F2030-076,POL-22,POL,tarjeta_roja,44,Expulsión
EV-F2030-076-01,F2030-076,SUI-14,SUI,gol,52,Gol en jugada
EV-F2030-076-05,F2030-076,POL-23,POL,tarjeta_amarilla,57,Infracción táctica
EV-F2030-076-02,F2030-076,SUI-15,SUI,penal_convertido,72,Gol de penal
EV-F2030-076-03,F2030-076,SUI-05,SUI,gol,88,Gol en jugada
EV-F2030-077-01,F2030-077,CHL-17,CHL,gol,36,Gol en jugada
EV-F2030-077-03,F2030-077,PER-03,PER,gol,42,Gol en jugada
EV-F2030-077-05,F2030-077,CHL-09,CHL,tarjeta_amarilla,81,Infracción táctica
EV-F2030-077-02,F2030-077,PER-10,PER,gol,83,Gol en jugada
EV-F2030-077-04,F2030-077,CHL-07,CHL,tarjeta_amarilla,84,Infracción táctica
EV-F2030-078-05,F2030-078,ECU-21,ECU,tarjeta_amarilla,15,Infracción táctica
EV-F2030-078-02,F2030-078,SRB-07,SRB,gol,35,Gol en jugada
EV-F2030-078-06,F2030-078,ECU-22,ECU,tarjeta_amarilla,36,Infracción táctica
EV-F2030-078-04,F2030-078,SRB-07,SRB,tarjeta_amarilla,42,Infracción táctica
EV-F2030-078-01,F2030-078,SRB-07,SRB,gol,62,Gol en jugada
EV-F2030-078-03,F2030-078,SRB-22,SRB,tarjeta_roja,65,Expulsión
EV-F2030-079-01,F2030-079,CAN-23,CAN,gol,12,Gol en jugada
EV-F2030-079-02,F2030-079,PAN-19,PAN,tarjeta_amarilla,32,Infracción táctica
EV-F2030-080-01,F2030-080,JAM-07,JAM,penal_convertido,9,Gol de penal
EV-F2030-080-04,F2030-080,CRC-14,CRC,tarjeta_amarilla,16,Infracción táctica
EV-F2030-080-07,F2030-080,JAM-04,JAM,tarjeta_amarilla,21,Infracción táctica
EV-F2030-080-03,F2030-080,CRC-19,CRC,tarjeta_amarilla,29,Infracción táctica
EV-F2030-080-06,F2030-080,JAM-11,JAM,tarjeta_roja,32,Expulsión
EV-F2030-080-05,F2030-080,JAM-16,JAM,tarjeta_amarilla,39,Infracción táctica
EV-F2030-080-02,F2030-080,CRC-12,CRC,tarjeta_amarilla,86,Infracción táctica
EV-F2030-081-04,F2030-081,EGY-02,EGY,gol,9,Gol en jugada
EV-F2030-081-02,F2030-081,GHA-09,GHA,gol,10,Gol en jugada
EV-F2030-081-03,F2030-081,EGY-02,EGY,gol,15,Gol en jugada
EV-F2030-081-05,F2030-081,GHA-07,GHA,tarjeta_amarilla,49,Infracción táctica
EV-F2030-081-07,F2030-081,GHA-03,GHA,tarjeta_amarilla,50,Infracción táctica
EV-F2030-081-09,F2030-081,EGY-21,EGY,tarjeta_roja,57,Expulsión
EV-F2030-081-01,F2030-081,GHA-11,GHA,gol,66,Gol en jugada
EV-F2030-081-06,F2030-081,GHA-16,GHA,tarjeta_amarilla,72,Infracción táctica
EV-F2030-081-08,F2030-081,EGY-12,EGY,tarjeta_amarilla,77,Infracción táctica
EV-F2030-082-02,F2030-082,NGA-11,NGA,tarjeta_amarilla,36,Infracción táctica
EV-F2030-082-03,F2030-082,NGA-08,NGA,tarjeta_amarilla,37,Infracción táctica
EV-F2030-082-05,F2030-082,TUN-11,TUN,tarjeta_amarilla,38,Infracción táctica
EV-F2030-082-01,F2030-082,TUN-08,TUN,gol,50,Gol en jugada
EV-F2030-082-06,F2030-082,TUN-09,TUN,tarjeta_amarilla,74,Infracción táctica
EV-F2030-082-04,F2030-082,NGA-12,NGA,tarjeta_amarilla,86,Infracción táctica
EV-F2030-083-02,F2030-083,CIV-11,CIV,gol,27,Gol en jugada
EV-F2030-083-04,F2030-083,CIV-08,CIV,tarjeta_amarilla,45,Infracción táctica
EV-F2030-083-05,F2030-083,CIV-10,CIV,tarjeta_amarilla,64,Infracción táctica
EV-F2030-083-01,F2030-083,CIV-18,CIV,gol,73,Gol en jugada
EV-F2030-083-03,F2030-083,CIV-07,CIV,tarjeta_amarilla,78,Infracción táctica
EV-F2030-083-06,F2030-083,ALG-24,ALG,tarjeta_amarilla,90,Infracción táctica
EV-F2030-084-02,F2030-084,CMR-16,CMR,gol,24,Gol en jugada
EV-F2030-084-04,F2030-084,RSA-09,RSA,gol,36,Gol en jugada
EV-F2030-084-05,F2030-084,CMR-07,CMR,tarjeta_amarilla,39,Infracción táctica
EV-F2030-084-03,F2030-084,RSA-10,RSA,gol,41,Gol en jugada
EV-F2030-084-06,F2030-084,CMR-16,CMR,tarjeta_amarilla,60,Infracción táctica
EV-F2030-084-01,F2030-084,CMR-07,CMR,penal_convertido,67,Gol de penal
EV-F2030-085-01,F2030-085,IRN-13,IRN,gol,5,Gol en jugada
EV-F2030-085-03,F2030-085,IRN-20,IRN,tarjeta_amarilla,15,Infracción táctica
EV-F2030-085-05,F2030-085,AUS-15,AUS,tarjeta_amarilla,19,Infracción táctica
EV-F2030-085-02,F2030-085,AUS-20,AUS,gol,26,Gol en jugada
EV-F2030-085-04,F2030-085,AUS-22,AUS,tarjeta_amarilla,78,Infracción táctica
EV-F2030-086-01,F2030-086,KSA-10,KSA,tarjeta_amarilla,13,Infracción táctica
EV-F2030-086-05,F2030-086,QAT-05,QAT,tarjeta_amarilla,31,Infracción táctica
EV-F2030-086-04,F2030-086,QAT-05,QAT,tarjeta_amarilla,39,Infracción táctica
EV-F2030-086-03,F2030-086,KSA-02,KSA,tarjeta_amarilla,84,Infracción táctica
EV-F2030-086-02,F2030-086,KSA-16,KSA,tarjeta_roja,86,Expulsión
EV-F2030-087-04,F2030-087,IRQ-12,IRQ,gol,1,Gol en jugada
EV-F2030-087-01,F2030-087,IRQ-05,IRQ,gol,13,Gol en jugada
EV-F2030-087-10,F2030-087,NZL-16,NZL,tarjeta_amarilla,14,Infracción táctica
EV-F2030-087-06,F2030-087,NZL-18,NZL,gol,41,Gol en jugada
EV-F2030-087-08,F2030-087,IRQ-01,IRQ,tarjeta_amarilla,46,Infracción táctica
EV-F2030-087-05,F2030-087,IRQ-02,IRQ,gol,48,Gol en jugada
EV-F2030-087-02,F2030-087,IRQ-07,IRQ,gol,62,Gol en jugada
EV-F2030-087-07,F2030-087,IRQ-05,IRQ,tarjeta_amarilla,73,Infracción táctica
EV-F2030-087-09,F2030-087,NZL-22,NZL,tarjeta_roja,73,Expulsión
EV-F2030-087-03,F2030-087,IRQ-09,IRQ,penal_convertido,76,Gol de penal
EV-F2030-088-01,F2030-088,UZB-12,UZB,gol,10,Gol en jugada
EV-F2030-088-03,F2030-088,CHN-15,CHN,gol,23,Gol en jugada
EV-F2030-088-02,F2030-088,UZB-22,UZB,gol,83,Gol en jugada
EV-F2030-089-05,F2030-089,NOR-16,NOR,tarjeta_amarilla,7,Infracción táctica
EV-F2030-089-07,F2030-089,UKR-04,UKR,tarjeta_amarilla,12,Infracción táctica
EV-F2030-089-04,F2030-089,NOR-12,NOR,tarjeta_amarilla,18,Infracción táctica
EV-F2030-089-03,F2030-089,NOR-11,NOR,gol,21,Gol en jugada
EV-F2030-089-01,F2030-089,NOR-08,NOR,gol,35,Gol en jugada
EV-F2030-089-06,F2030-089,NOR-15,NOR,tarjeta_amarilla,42,Infracción táctica
EV-F2030-089-02,F2030-089,NOR-04,NOR,gol,82,Gol en jugada
EV-F2030-090-02,F2030-090,SWE-22,SWE,gol,4,Gol en jugada
EV-F2030-090-01,F2030-090,SWE-01,SWE,gol,13,Gol en jugada
EV-F2030-090-03,F2030-090,SWE-02,SWE,gol,13,Gol en jugada
EV-F2030-091-01,F2030-091,ROU-01,ROU,tarjeta_amarilla,15,Infracción táctica
EV-F2030-092-01,F2030-092,WAL-08,WAL,tarjeta_roja,1,Expulsión
EV-F2030-092-03,F2030-092,WAL-20,WAL,tarjeta_amarilla,14,Infracción táctica
EV-F2030-092-02,F2030-092,WAL-01,WAL,tarjeta_amarilla,45,Infracción táctica
EV-F2030-092-04,F2030-092,HUN-19,HUN,tarjeta_amarilla,60,Infracción táctica
EV-F2030-092-05,F2030-092,HUN-02,HUN,tarjeta_amarilla,68,Infracción táctica
EV-F2030-093-01,F2030-093,TUR-12,TUR,tarjeta_roja,22,Expulsión
EV-F2030-093-03,F2030-093,HON-03,HON,tarjeta_amarilla,26,Infracción táctica
EV-F2030-093-02,F2030-093,HON-22,HON,tarjeta_amarilla,78,Infracción táctica
EV-F2030-094-01,F2030-094,BOL-02,BOL,gol,15,Gol en jugada
EV-F2030-094-03,F2030-094,VEN-19,VEN,tarjeta_amarilla,24,Infracción táctica
EV-F2030-094-02,F2030-094,VEN-05,VEN,tarjeta_amarilla,36,Infracción táctica
EV-F2030-094-05,F2030-094,BOL-04,BOL,tarjeta_amarilla,48,Infracción táctica
EV-F2030-094-04,F2030-094,VEN-11,VEN,tarjeta_amarilla,82,Infracción táctica
EV-F2030-095-03,F2030-095,IND-16,IND,tarjeta_amarilla,4,Infracción táctica
EV-F2030-095-01,F2030-095,CIW-12,CIW,gol,20,Gol en jugada
EV-F2030-095-02,F2030-095,CIW-04,CIW,tarjeta_amarilla,82,Infracción táctica
EV-F2030-096-02,F2030-096,HAI-18,HAI,tarjeta_amarilla,4,Infracción táctica
EV-F2030-096-04,F2030-096,VIE-08,VIE,tarjeta_amarilla,59,Infracción táctica
EV-F2030-096-05,F2030-096,VIE-10,VIE,tarjeta_amarilla,60,Infracción táctica
EV-F2030-096-01,F2030-096,HAI-21,HAI,tarjeta_amarilla,67,Infracción táctica
EV-F2030-096-03,F2030-096,VIE-07,VIE,tarjeta_amarilla,82,Infracción táctica
EV-F2030-097-02,F2030-097,ESP-16,ESP,gol,24,Gol en jugada
EV-F2030-097-03,F2030-097,ESP-11,ESP,tarjeta_amarilla,36,Infracción táctica
EV-F2030-097-04,F2030-097,ESP-20,ESP,tarjeta_amarilla,43,Infracción táctica
EV-F2030-097-01,F2030-097,ESP-08,ESP,gol,86,Gol en jugada
EV-F2030-098-05,F2030-098,POL-23,POL,tarjeta_amarilla,16,Infracción táctica
EV-F2030-098-01,F2030-098,POL-11,POL,gol,35,Gol en jugada
EV-F2030-098-06,F2030-098,POL-01,POL,tarjeta_amarilla,55,Infracción táctica
EV-F2030-098-02,F2030-098,POL-08,POL,gol,60,Gol en jugada
EV-F2030-098-03,F2030-098,MEX-11,MEX,tarjeta_amarilla,82,Infracción táctica
EV-F2030-098-07,F2030-098,POL-12,POL,tarjeta_amarilla,84,Infracción táctica
EV-F2030-098-04,F2030-098,MEX-24,MEX,tarjeta_amarilla,85,Infracción táctica
EV-F2030-099-03,F2030-099,CIV-12,CIV,tarjeta_amarilla,35,Infracción táctica
EV-F2030-099-02,F2030-099,CIV-16,CIV,tarjeta_amarilla,104,Infracción táctica
EV-F2030-099-01,F2030-099,CIV-24,CIV,tarjeta_amarilla,111,Infracción táctica
EV-F2030-100-01,F2030-100,SWE-23,SWE,gol,18,Gol en jugada
EV-F2030-100-07,F2030-100,SCO-23,SCO,tarjeta_amarilla,23,Infracción táctica
EV-F2030-100-04,F2030-100,SWE-12,SWE,tarjeta_amarilla,32,Infracción táctica
EV-F2030-100-05,F2030-100,SWE-23,SWE,tarjeta_roja,57,Expulsión
EV-F2030-100-02,F2030-100,SCO-21,SCO,gol,100,Gol en jugada
EV-F2030-100-06,F2030-100,SCO-09,SCO,tarjeta_roja,103,Expulsión
EV-F2030-100-03,F2030-100,SWE-19,SWE,tarjeta_amarilla,117,Infracción táctica
EV-F2030-101-07,F2030-101,ITA-06,ITA,tarjeta_amarilla,2,Infracción táctica
EV-F2030-101-06,F2030-101,ITA-04,ITA,tarjeta_amarilla,8,Infracción táctica
EV-F2030-101-03,F2030-101,MAR-14,MAR,tarjeta_amarilla,25,Infracción táctica
EV-F2030-101-04,F2030-101,MAR-19,MAR,tarjeta_amarilla,46,Infracción táctica
EV-F2030-101-02,F2030-101,ITA-22,ITA,gol,77,Gol en jugada
EV-F2030-101-05,F2030-101,MAR-08,MAR,tarjeta_amarilla,100,Infracción táctica
EV-F2030-101-01,F2030-101,MAR-23,MAR,gol,109,Gol en jugada
EV-F2030-102-08,F2030-102,ECU-04,ECU,tarjeta_amarilla,5,Infracción táctica
EV-F2030-102-07,F2030-102,ECU-18,ECU,tarjeta_amarilla,25,Infracción táctica
EV-F2030-102-04,F2030-102,SUI-05,SUI,gol,26,Gol en jugada
EV-F2030-102-05,F2030-102,ECU-09,ECU,gol,36,Gol en jugada
EV-F2030-102-03,F2030-102,SUI-10,SUI,gol,39,Gol en jugada
EV-F2030-102-02,F2030-102,SUI-21,SUI,gol,43,Gol en jugada
EV-F2030-102-06,F2030-102,SUI-02,SUI,tarjeta_roja,59,Expulsión
EV-F2030-102-01,F2030-102,SUI-05,SUI,gol,61,Gol en jugada
EV-F2030-103-04,F2030-103,CMR-04,CMR,gol,8,Gol en jugada
EV-F2030-103-01,F2030-103,CMR-13,CMR,penal_convertido,13,Gol de penal
EV-F2030-103-05,F2030-103,AUS-20,AUS,gol,23,Gol en jugada
EV-F2030-103-07,F2030-103,CMR-08,CMR,tarjeta_amarilla,32,Infracción táctica
EV-F2030-103-02,F2030-103,CMR-08,CMR,gol,41,Gol en jugada
EV-F2030-103-03,F2030-103,CMR-17,CMR,gol,51,Gol en jugada
EV-F2030-103-06,F2030-103,CMR-02,CMR,tarjeta_amarilla,85,Infracción táctica
EV-F2030-104-10,F2030-104,HON-16,HON,tarjeta_amarilla,16,Infracción táctica
EV-F2030-104-07,F2030-104,WAL-24,WAL,tarjeta_amarilla,19,Infracción táctica
EV-F2030-104-11,F2030-104,HON-12,HON,tarjeta_amarilla,21,Infracción táctica
EV-F2030-104-04,F2030-104,HON-20,HON,gol,27,Gol en jugada
EV-F2030-104-03,F2030-104,WAL-02,WAL,gol,37,Gol en jugada
EV-F2030-104-05,F2030-104,HON-19,HON,penal_convertido,53,Gol de penal
EV-F2030-104-06,F2030-104,HON-19,HON,gol,56,Gol en jugada
EV-F2030-104-09,F2030-104,HON-18,HON,tarjeta_amarilla,61,Infracción táctica
EV-F2030-104-01,F2030-104,WAL-14,WAL,gol,75,Gol en jugada
EV-F2030-104-02,F2030-104,WAL-18,WAL,gol,93,Gol en jugada
EV-F2030-104-08,F2030-104,WAL-13,WAL,tarjeta_amarilla,105,Infracción táctica
EV-F2030-105-06,F2030-105,BEL-19,BEL,gol,20,Gol en jugada
EV-F2030-105-07,F2030-105,GER-21,GER,tarjeta_roja,27,Expulsión
EV-F2030-105-01,F2030-105,GER-16,GER,gol,33,Gol en jugada
EV-F2030-105-02,F2030-105,GER-24,GER,gol,33,Gol en jugada
EV-F2030-105-05,F2030-105,BEL-11,BEL,penal_convertido,34,Gol de penal
EV-F2030-105-09,F2030-105,GER-13,GER,tarjeta_amarilla,40,Infracción táctica
EV-F2030-105-08,F2030-105,GER-01,GER,tarjeta_amarilla,70,Infracción táctica
EV-F2030-105-03,F2030-105,GER-20,GER,gol,71,Gol en jugada
EV-F2030-105-04,F2030-105,GER-17,GER,gol,89,Gol en jugada
EV-F2030-106-01,F2030-106,JAM-09,JAM,gol,8,Gol en jugada
EV-F2030-106-02,F2030-106,JAM-03,JAM,gol,27,Gol en jugada
EV-F2030-106-04,F2030-106,JAM-12,JAM,tarjeta_amarilla,41,Infracción táctica
EV-F2030-106-03,F2030-106,JAM-13,JAM,tarjeta_amarilla,76,Infracción táctica
EV-F2030-106-05,F2030-106,JAM-19,JAM,tarjeta_amarilla,84,Infracción táctica
EV-F2030-107-02,F2030-107,NZL-17,NZL,gol,7,Gol en jugada
EV-F2030-107-05,F2030-107,NZL-11,NZL,tarjeta_roja,34,Expulsión
EV-F2030-107-04,F2030-107,NZL-03,NZL,tarjeta_amarilla,35,Infracción táctica
EV-F2030-107-03,F2030-107,KSA-14,KSA,tarjeta_amarilla,60,Infracción táctica
EV-F2030-107-01,F2030-107,NZL-04,NZL,gol,69,Gol en jugada
EV-F2030-107-06,F2030-107,NZL-15,NZL,tarjeta_amarilla,87,Infracción táctica
EV-F2030-108-03,F2030-108,VIE-14,VIE,gol,10,Gol en jugada
EV-F2030-108-01,F2030-108,BOL-11,BOL,gol,28,Gol en jugada
EV-F2030-108-02,F2030-108,BOL-08,BOL,gol,78,Gol en jugada
EV-F2030-109-05,F2030-109,JPN-15,JPN,tarjeta_amarilla,18,Infracción táctica
EV-F2030-109-06,F2030-109,JPN-21,JPN,tarjeta_amarilla,50,Infracción táctica
EV-F2030-109-04,F2030-109,COL-15,COL,tarjeta_amarilla,54,Infracción táctica
EV-F2030-109-01,F2030-109,COL-10,COL,gol,70,Gol en jugada
